product_id,datetime,sales,temperature,rainfall,festival_flag
MILK_1L,2025-01-01 00:00:00,88,22.503367344951993,0.0,1
MILK_1L,2025-01-01 01:00:00,94,21.666183057065645,0.0,1
MILK_1L,2025-01-01 02:00:00,96,24.538248284214426,0.0,1
MILK_1L,2025-01-01 03:00:00,98,25.387704852475775,0.0,1
MILK_1L,2025-01-01 04:00:00,116,22.394540834215388,0.0,1
MILK_1L,2025-01-01 05:00:00,124,23.4728689198791,0.0,1
MILK_1L,2025-01-01 06:00:00,140,25.29111533304742,0.0,1
MILK_1L,2025-01-01 07:00:00,142,24.65599321730158,0.0,1
MILK_1L,2025-01-01 08:00:00,163,24.715621671594846,0.0,1
MILK_1L,2025-01-01 09:00:00,149,23.235374479718022,0.0,1
MILK_1L,2025-01-01 10:00:00,146,24.69298441908207,0.5162915637077086,1
MILK_1L,2025-01-01 11:00:00,138,23.847514307068977,0.0,1
MILK_1L,2025-01-01 12:00:00,137,22.216943686320135,0.0,1
MILK_1L,2025-01-01 13:00:00,136,22.713939162300754,0.0,1
MILK_1L,2025-01-01 14:00:00,121,21.19871805994913,1.0758214438146116,1
MILK_1L,2025-01-01 15:00:00,125,18.98523555022715,0.0,1
MILK_1L,2025-01-01 16:00:00,136,19.98213157879236,0.0,1
MILK_1L,2025-01-01 17:00:00,156,18.089270249384672,0.0,1
MILK_1L,2025-01-01 18:00:00,163,20.191847210815403,0.9079497722306715,1
MILK_1L,2025-01-01 19:00:00,173,19.180018277195966,0.0,1
MILK_1L,2025-01-01 20:00:00,171,19.317795801639047,0.0,1
MILK_1L,2025-01-01 21:00:00,172,19.199271052402306,0.0,1
MILK_1L,2025-01-01 22:00:00,171,22.10475645565551,0.0,1
MILK_1L,2025-01-01 23:00:00,154,21.17581433545655,,1
MILK_1L,2025-01-02 00:00:00,65,21.761379506386238,0.0,0
MILK_1L,2025-01-02 01:00:00,80,22.629269767703654,0.0,0
MILK_1L,2025-01-02 02:00:00,68,24.414143915645987,0.0,0
MILK_1L,2025-01-02 03:00:00,86,24.835226113778504,0.9116827324843182,0
MILK_1L,2025-01-02 04:00:00,91,25.36872823825047,0.0,0
MILK_1L,2025-01-02 05:00:00,89,25.69013557545863,0.0,0
MILK_1L,2025-01-02 06:00:00,87,27.84535001402652,0.0,0
MILK_1L,2025-01-02 07:00:00,124,24.68545235218763,0.0,0
MILK_1L,2025-01-02 08:00:00,118,24.258757829449436,0.0,0
MILK_1L,2025-01-02 09:00:00,116,23.420165962644155,0.0,0
MILK_1L,2025-01-02 10:00:00,122,24.51454820007256,0.0,0
MILK_1L,2025-01-02 11:00:00,114,24.4065967795546,0.0,0
MILK_1L,2025-01-02 12:00:00,111,22.138635943796118,0.0,0
MILK_1L,2025-01-02 13:00:00,91,20.49072798531937,0.0,0
MILK_1L,2025-01-02 14:00:00,96,19.78599543415248,0.0,0
MILK_1L,2025-01-02 15:00:00,87,20.934763894811965,0.0,0
MILK_1L,2025-01-02 16:00:00,107,20.56920168707278,0.0,0
MILK_1L,2025-01-02 17:00:00,112,20.029380536080996,0.0,0
MILK_1L,2025-01-02 18:00:00,126,18.476761244235533,0.0,0
MILK_1L,2025-01-02 19:00:00,130,19.656189001794825,0.0,0
MILK_1L,2025-01-02 20:00:00,132,19.817319652597526,0.0,0
MILK_1L,2025-01-02 21:00:00,126,20.41647886549714,1.427867607450302,0
MILK_1L,2025-01-02 22:00:00,127,21.821087426519796,0.0,0
MILK_1L,2025-01-02 23:00:00,121,21.767230416204022,0.0,0
MILK_1L,2025-01-03 00:00:00,67,23.227653613472302,1.0036010972181706,0
MILK_1L,2025-01-03 01:00:00,76,23.27050935648026,1.7833396582142957,0
MILK_1L,2025-01-03 02:00:00,77,24.25990061621401,2.1309411494461004,0
MILK_1L,2025-01-03 03:00:00,76,25.291823552351918,0.0,0
MILK_1L,2025-01-03 04:00:00,71,23.262446565312544,0.0,0
MILK_1L,2025-01-03 05:00:00,81,24.927129357024473,0.9804394159773224,0
MILK_1L,2025-01-03 06:00:00,93,24.848510152634674,0.0,0
MILK_1L,2025-01-03 07:00:00,93,24.544081398761225,0.0,0
MILK_1L,2025-01-03 08:00:00,125,24.680862847667324,0.0,0
MILK_1L,2025-01-03 09:00:00,123,26.328207254826946,3.711888380275086,0
MILK_1L,2025-01-03 10:00:00,116,22.87395999895414,0.0,0
MILK_1L,2025-01-03 11:00:00,94,24.351348498603368,0.0,0
MILK_1L,2025-01-03 12:00:00,90,20.393513611847062,0.0,0
MILK_1L,2025-01-03 13:00:00,96,21.234638166495536,0.0,0
MILK_1L,2025-01-03 14:00:00,110,21.108261015912035,4.0753910307359,0
MILK_1L,2025-01-03 15:00:00,90,20.99510379185752,0.0,0
MILK_1L,2025-01-03 16:00:00,108,20.66835302218414,0.0,0
MILK_1L,2025-01-03 17:00:00,109,20.467196541158735,0.0,0
MILK_1L,2025-01-03 18:00:00,126,18.994487251087904,1.5160002978843732,0
MILK_1L,2025-01-03 19:00:00,140,18.960357707721343,0.0,0
MILK_1L,2025-01-03 20:00:00,136,20.844452183941296,4.419486830750062,0
MILK_1L,2025-01-03 21:00:00,126,20.06207180436845,0.0,0
MILK_1L,2025-01-03 22:00:00,138,19.38213374978052,4.734973405287975,0
MILK_1L,2025-01-03 23:00:00,111,20.276555545674288,0.0,0
MILK_1L,2025-01-04 00:00:00,94,21.447076671216625,0.0,0
MILK_1L,2025-01-04 01:00:00,82,23.92346944259064,0.0,0
MILK_1L,2025-01-04 02:00:00,99,24.221330297703236,0.0,0
MILK_1L,2025-01-04 03:00:00,95,25.500322182859524,0.0,0
MILK_1L,2025-01-04 04:00:00,103,24.635792450168033,0.0,0
MILK_1L,2025-01-04 05:00:00,110,25.63844452257782,0.0,0
MILK_1L,2025-01-04 06:00:00,117,26.301127887179362,0.0,0
MILK_1L,2025-01-04 07:00:00,132,25.07698104562148,0.0,0
MILK_1L,2025-01-04 08:00:00,138,25.69662591084077,0.0,0
MILK_1L,2025-01-04 09:00:00,167,23.87742862869822,12.678267249586478,0
MILK_1L,2025-01-04 10:00:00,145,23.614754798540474,3.5136699958566444,0
MILK_1L,2025-01-04 11:00:00,125,22.86879107692813,0.0,0
MILK_1L,2025-01-04 12:00:00,114,21.11541183971171,0.0,0
MILK_1L,2025-01-04 13:00:00,105,22.358329256053693,0.0,0
MILK_1L,2025-01-04 14:00:00,119,20.48713660617529,0.0,0
MILK_1L,2025-01-04 15:00:00,109,20.444092013332142,0.0,0
MILK_1L,2025-01-04 16:00:00,130,20.529239193752336,2.251446597791484,0
MILK_1L,2025-01-04 17:00:00,139,20.188479346787286,0.0,0
MILK_1L,2025-01-04 18:00:00,151,20.348881545185904,0.0,0
MILK_1L,2025-01-04 19:00:00,165,19.534459354140047,0.0,0
MILK_1L,2025-01-04 20:00:00,166,19.44438522861226,0.0,0
MILK_1L,2025-01-04 21:00:00,142,20.333437217771237,0.0,0
MILK_1L,2025-01-04 22:00:00,162,19.025618093668925,11.01264129280244,0
MILK_1L,2025-01-04 23:00:00,139,20.03742731220329,0.0,0
MILK_1L,2025-01-05 00:00:00,106,21.10047885507429,0.0,0
MILK_1L,2025-01-05 01:00:00,107,22.267479332085358,0.0,0
MILK_1L,2025-01-05 02:00:00,87,24.667447461967697,0.0,0
MILK_1L,2025-01-05 03:00:00,99,23.72246386702714,0.15324564808096208,0
MILK_1L,2025-01-05 04:00:00,99,24.831999536405622,1.8524147327614022,0
MILK_1L,2025-01-05 05:00:00,129,27.144569826110057,0.8139257487498495,0
MILK_1L,2025-01-05 06:00:00,139,25.26020162462586,0.27203532481921866,0
MILK_1L,2025-01-05 07:00:00,146,26.47051455092728,0.0,0
MILK_1L,2025-01-05 08:00:00,155,24.165453385241037,0.0,0
MILK_1L,2025-01-05 09:00:00,167,24.56251366401806,0.0,0
